,Review,sentiment_label
1948,НИ В КОЕМ СЛУЧАЕ НЕ РЕКОМЕНДУЮ!!!,neutral
1459,"Рекомендую друзьям и знакомым ,телефон  показал себя с лучшей стороны ,камеры хорошие обе ,видео снимает нормально ,звонок громкий ,рекомендую!",neutral
2889,"Брал телефон без особого скепсиса, даже после прочтения всех негативных отзывов. Знаете, у кого что болит. Кому корпус царапается, кто музыку на улице из динамика не слышит и т.д. Был уверен, что это не более чем придирки к аппарату... Ошибался. Если Вы любитель строчить смски, то у Вас это будет вызывать только лишь чувство раздражения и агонии после. Собираетесь послушать музыку пару часиков и посидеть в сетях? Берите сразу PowerBank. Без него Ваша жизнь вместе с ""любимцем"" не продлится и 5-6 часов. Непроизвольное нажатие на кнопку камеры и блокировки экрана сбоку - естественно! В комплекте к Вашим ""кривым"" рукам.  Стоит отметить очень яркий экран с умопомрачительной картинкой (даже в сравнении с яблоками) НО! Он очень сильно греет телефон на максимальной яркости и сажает, соответственно. Поэтому в течении пары-тройки недель в поубавите свой пыл, поставите телефон в режим энергосбережения и будете надеяться, что до конца рабочего дня он все-таки доживет. А после, и все его возможные плюсы растворяться в эмоциях и переживаниях от его использования. Объективная оценка - неудовлетворительно потребностям обычного человека среднего класса и ниже (про камеру и всю остальную хрень, не побоюсь этого слова, писать не вижу смысла). Вердикт: 17000р чтобы пустить себе кровь - многовато.",positive
2500,"Неплохой аппарат за свои деньги, но хотелось бы побольше аккумулятор и память или хотя бы возможность перемещения на флэшку программ)",positive
3631,аппарат хороший. качественно сделан.,positive
4491,"Купил вчера, несмотря на негативные отзывы! Достали тормоза на Андроиде, а опыт использования WP 8 уже был вот и решил приобрести сей девайс несмотря на цену! Дома ждало большое разочарование, когда тел не захотел качать обновление, не устанавливались приложения из маркета. Ругался что память забита, хотя памяти полно! Пока возился батарея таяла на глазах, думал все.. придется сдавать(( Помог сброс к заводским настройкам. Теперь все работает нормально) Батарея после полной зарядки продержалась до вечера при интенсивном использовании. Телефоном я доволен!)",positive
1587,"пользовалась полтора года и пользовалась бы ещё,если б не потеряла)
волне нормальный телефон,но на момент покупки(2013 год) цена была в 2 раза больше,чем сейчас.Со временем стал работать медленнее,чем в начале использования",positive
3240,"Не очень хорошо работает GPS, сигнал часто теряется особенно в городе, наверное слабоватый чип(причем когда осталось мало памяти в телефоне постоянно сбрасывает трек, нужно оставлять запас). Лечится перезагрузкой телефона, после этой операции находит спутники. Маловато памяти телефона...Впрочем это не недостатки исходя из стоимости телефона. Рекомендую.",neutral
1731,"Это какой-то кошмар. Звонилка довольно часто никак не реагирует на нажатие вызова, а потом из кармана начинает названивать всем подряд. Корпус бесподобен, после первого снятия крышки для установки сим-карт - стал скрипеть как старая калитка. Сегодня навернулась телефонная книга - добавить новый контакт не могу, или вылетает, или на альтернативной звонилке просто не реагирует на нажатие Добавить. 3G сеть отваливается во время использования приложений, таких как вКонтакте и проч., приходится переподсоединяться в ручную. В общем это ужас, куплю другой, но не НТС, нервы дороже.",negative
3285,"Вобщем телефон мне очень понравился: удобный и компактный помощник во всём. Также на 4PDA.ru куча инфы про него, как прошивать и как пользоватся теми или иными вещами.",positive
3257,"Рекомендую всем, телефоном доволен - переживал, что будет быстро терять заряд, но держит в среднем 4-6 дней при нечастых разговорах и играх, при этом музыку слушаю где то по два часа в день.",neutral
1791,Покупая думал что меньше глюков чем андройде очень ошибался!!! Здесь ещё больше!!! Буду дополнять отзыв новыми проблемами,positive
1940,"Купил жене как только появился в продаже, искал золотой цвет, но в итоге взяли белый. Плюсов больше чем минусов, а минусы есть.

Нравится, что тонкий, стильный, под краном уже помыл, проверил) не протекает))) довольно шустрый телефон, работает быстро, без тормозов.

Минусы, крупноват, ему бы размер на пару дюймов поменьше не в ущерб дисплею и было бы отлично, в женской ладони с трудом помещается. Но основной минус это батарея 2600 мА мало для него, пока только 2 цикл идет зарядки-разрядки, если после трех будет так же садится в ноль за 10 часов, пойду сдам обратно. Как только снимаешь с зарядки уже показывает 97% и разряжается буквально за день в ноль, когда по нему особо-то и не разговариваешь а просто сидишь через wifi в инете. Для сравнения ее старый 4 айфон и то держит заряд дольше, а с моей люмией и то сравнивать не чего, я ее и в хвост и в гриву гоняю, музыку в инете слушаю, и разговариваю в течении дня а ей хоть бы хрен, 2 дня стабильно держит и при том что мой телефон бюджетнее ее в 2 раза)))

В принципе все, комментарий допишу, как все циклы заряда пройдем, может что изменится.",positive
702,"Я получила то, что хотела, то есть полностью удовлетворена покупкой g2. По моему, он идеален для фанатов больших смартфонов. Apple-фоны нам маловаты, а вот пятидюймовый g2 - самое то!",positive
2509,"В целом доволен телефоном, брал на замену сдохшего Nokia Lumia. С виду телефон собран качественно, без люфтов. Металлический корпус и экран Gorilla Glass внушают хоть какую-то надежду, что прослужит долго.",neutral
496,"Смартфон LG G3 s выглядит особенно привлекательно за счет выделяющегося дизайна и хорошего соотношения цена/функциональность. Устройство может предложить пользователю хороший экран, камеру 8 Мп с лазерным автофокусом, актуальную версию Android и последнюю редакцию фирменной оболочки, поддержкой 4G LTE, кроме того G3 s обладает неплохой производительностью, громкими динамиками и, как уже писала, весьма заманчивым ценником, так что очень рекомендую.",positive
464,"Брал за 33 в официальном интернет магазине Huawei в конце марта на самом старте продаж. Когда цена упадёт до уровня 25-30 то смело можете брать, аппарат в целом неплох.",positive
3093,"В общих чертах со своей задачей справляеться отлично!одно но,хорошего звука от встроеного плеера добиться не получилось,пришлось покупать на маркете",positive
4046,"Некоторые отзывы и обзоры по этому телефону могут ввести в заблуждение. Нормально все переключается с симки на симку в меню вызовов. GPS тоже есть, а то некоторые ""умники"" пишут что его тут нет (ага, а я с эндомондо бегаю и не знаю что ""GPS нет"", и как он мне рисует тогда так точно дистанции и цифры, а?), даже встроенный предустановленный навигатор есть. Мобильный интернет тоже легко выносится на ""шторку"" (если надо), и  с этим вкл/выкл просто одним нажатием. Многие пишут, что не все наушники ""принимает"" - не знаю, sennheiser у меня без проблем играют. Аккумулятора при рациональном использовании точно на пару дней хватит.",positive
172,"Телефон в целом отличный, и камера отличная",positive
3282,"Смартфон, оправдывает потраченные на него деньги, с учетом того, что я сам продаю телефоны =) достался по ""своей"" цене). Докупил универсальную пленку, разрезал, установил. Не могу найти в Алматы чехол...",positive
2894,"Прочитал несколько отзывов, посмотрел несколько обзоров. Многие почему-то жаловались на экран. Сейчас использую телефон на автоматической регулировке яркости, но на минимуме, скажу, что все видно, все нормально. Камера, конечно, 5MP, но по сравнению с моим предыдущим телефоном с 8-ю - отличная камера ).
Крышка снимается очень легко. Не отнес бы это к недостаткам, скорее, к особенностям, т.к. сама, вроде, не слетает, главное, чтоб потом не разболталась.
В целом, телефон советую к покупке. 
Игрушки мне не нужны, потому не могу сказать о работе с игрушками.

Для того, чтоб не цеплять постоянно случайно кнопку питания советую купить бампер на телефон - спасает при падениях. Экран, правда, не спас. На экран защитное стекло надо. Снял - разбил.",positive
2623,"Об этом смарте писали уже не раз. Я лишь присоединюсь. Я грезил этим телефоном. И когда в итоге купил (к слову на момент покупки этот телефон не являлся флагманом уже больше года и было достаточно более дешевых конкурентов) - я радовался как ребенок.
1 - Телефон, как уже не раз писали, действительно ""мужской"". Угловатость, шершавость задней панели. Мне достался стальной цвет. Очень красиво смотрится.
2 - Качество сборки на высоте. Несъемная батарея идет как следствие, но это не мешает.
3 - Две сим. То что надо.
4 - Батарея. Прекрасно справляется с социалкой, ютубом, играми. Сразу говорю - телефон не в состоянии и не предназначен вообще выдерживать сутки игрищ. На таком то дисплее это конечно приятно, но все же. Тяжелые игры сажают ее часа за 3-4.
5 - ЭКРАН. Крайне яркий, на мой взгляд автояркость работает неоч корректно. Ставлю руками на примерно 65-75%. Меня устраивает на постоянке. Можно сделать на свой вкус и ни в чем себя не ущимлять. Качество экрана отменное.
6 - 3 ГБ ОЗУ. Сложно назвать это плюсом, это скорее необходимость. Свободно около 1.5гб. Остальное под ось. Впрочем, этих 1.5гб вполне хватает на все про все.
7 - Камера позволит делать вменяемые снимки даже придирчивому. Но опять же - не нравится - пользуйтесь фотоаппаратом. Любым.
8 - Андроид можно обновить на данный момент до 5.0.2. Этого вполне достаточно. НО! После обновления с 4 до 5 пропали кучи приятных глазу фишек и плюшек =(( Обновлений официальных дальше пока не планируется, потому любители маршмеллоу идут мимо. Однако же, для тех кому нравится 5 можно будет сидеть как на голом Андроиде, так и на ленововском лаунчере. Мне он нравится.
9 - Телефон греется. Сильно. Один раз даже запахло паленой пластмассой, что меня испугало. Однако же ничего не изменилось и все работает как часы.
Телефон больше полугода. Дискомфорта и проблем не доставляет. Удобен. Радует. Пробую покупать разные чехлы с китайских сайтов. Советую ли? - Да) но сейчас конечно выбор уже совсем другой. Есть и лучше)",positive
2260,"Много работаю с детьми и документами. Нужно и детские поделки щёлкать, и документы и рисунки сканнить на ходу - требования к камере серьёзные. СПРАВЛЯЕТСЯ НА УРА!  Как купил и начал пользоваться, ощущение, что вот, наконец-то, НОРМАЛЬНЫЙ СМАРТФОН. Лучше его только Самсунг S III Duos. Так и цена ж...",positive
2112,"полностью устраивает, радует батарея, камера,дизайн, клавиша экономии энергии, 2г оперативной памяти,",positive
900,"При экране пять дюймов инженерам удалось сделать смарт компактным по размерам. Порадовала громкость и качество динамика при прослушивании музыки и входящих звонков. Во время разговора собеседника слышно отлично, при ответе на звонок уровень громкости автоматом устанавливается на максимум. Оболочка от LG на андроиде удобная и функциональная. Кто ищет качественный смартфон среднего уровня, рекомендую обратить внимание на эту модель.",positive
1446,Хороший телефон.Советую всем его приобрести.,positive
3168,"Скажу что телефоном очень рад. Качественный экран, камера тоже не плохая, она нормальная. Удобно лежит в руке, в телефоне уже есть встроенные 8гб, так что не сразу придётся покупать флешку!Сам я прошил телефон на другую прошивку, не официальную, и теперь наслаждаюсь телефоном по полной.Скажу одно, что телефон удался, если вы ищете что-то не совсем слишком при слишком дорогое, то этот телефон для вас.",positive
741,"Долго выбирал замену Iphon-у 5. Для большинства приложений экран в 4 дюйма слишком маленький. Сравнивал различные аппараты в магазинах и определил для себя оптимальный размер. Экран в 5.2 дюйма подошел более всего, а 5.5 уже великоват. К тому же у LG оказались самые узкие рамки. 
При всем почтении к Apple надоело танцевать с бубнами. У Андроида гораздо больше свободы в настройках и работе с файлами. Все приложения, которые пользовал на яблоке, отлично работают и на Андроиде. Яндекс-карты почему-то удобнее и быстрее. Очень порадовал LTE, который не у всех Iphon-ов работает в Москве. Прикольные фишки со ""снятием трубки"" при поднесению к уху и ""не засыпание"" экрана при определении лица хозяина. Привык к включению двойным постукиванием по экрану, пытаюсь теперь и Ipad так включать. 
После выхода Iphone 6 убедился, что выбор был правильный и по качеству и по цене. 
За аппарат с памятью на 32 Гб заплатил 13 640 р.",positive
2293,"Из-за недостатка №2 я бы его вернул. Но во первых, глюк с пропущенными звонками и сообщениями не всегда проявляется, а во вторых это подарок, точнее приз даже. Без штампов в гарантийном талоне и без чека естественно.
 upd (спустя 2 года использования) Менять не собираюсь. Ношу без пленки, но с бампером, этого достаточно. 5 звезд хуавеша, 5 звезд. Спасибо.",positive
2342,"В целом и общем аппарат хороший за эти деньги.Если вам не особо важно качество фотокамеры и внешнего динамика - берите.Но мне кажется за такие деньги можно аппарат купить в котором камера будет на порядок лучше при такой же общей функциональностиМне качество камеры в телефоне не сильно важно, поэтому оставил его.Единственный существенный минус лично для себя пока увидел - это тихий и не качественный внешний динамик",positive
3613,"Рада возвращению нокии на рынок смартфонов. Очень была расстроена тем, что они ушли в свое время(( Мой 8800 жив до сих пор и работает! Даже аккумулятор не меняла. Конкретно эта модель была взята как запасной к основному. Он ооочень долго держит батарейку! Не глючит, идеально работает в моем понимании. Когда разобралась с камерой и настроила автофокус еще и снимки четкие и сочные получаются. Снимала при дневном свете людей и животных.",positive
1206,"Все перечисленные выше недостатки субъективны, поскольку данный аппарат НЕ ФЛАГМАН.
Хороший 2х-симочный Смартфон на Андроиде В СВОЕЙ ЦЕНОВОЙ КАТЕГОРИИ!",positive
509,"Это просто чудо.За последний год перепробовал телефонов пятнадцать.Были и гнусы и 3 и4.Нексус 5.Рядом не стояли.После Sony zl зарёкся с ними связываться.Но чёрт дёрнул взял Z1, это вообще, кафельная плитка ужасная,ели избавился.Сони это вообще патология какая-то,экраны TFT на флагмны ставят.Ну да ладно,G2 очень даже рекомендую, хотя вышел G3,нои этот будет ещё долго актуален,поверте.",negative
2776,"Хотел попробовать перейти с Sony на Huawei, но попытка не удалась (UPD: компакта от Сони не дождался на WMC 2019 и взял в марте 2019 Pixel 3 128gb - доволен слов нет и исп.одной рукой без проблем пиксель)Камера действительно супер, и не только по качеству ночной съемки, а и по наличию хорошего зум объектива, макро и широкоформатного в одном смартфоне. Экран отвратительный, других слов нет. Зелень на экране была почти сразу и отчетливо видна при темной теме интерфейса и особенно по правой стороне и по верхним и нижним краям экрана.Экран заменил по гарантии в офиц сервисе (с доставкой туда обратно в Москве это заняло 1 неделю) без вопросов. При этом меняют экран вместе с батареей, сенсорной панелью, приемником и какой-то мелочевкой. Аккумулятор держит хорошо для такого размера экрана и начинки, но не более тогоПользоваться одной рукой неудобно, хотя и есть настройки в интерфейсе.Чехол родной с окошком удобен лишь тем, что можно не открывая крышки ответить на звонок.Размеры не удобные у смартфона и скользкий он очень, без чехла невозможно пользоваться от слова совсем.Еще выбешивало после безукоризненной работы nfc в Sony кривая работа его тут, толи дело в самом модуле, толи софт кривой, но в больше половине случаев после прикладывания аппарата к терминалу оплаты он блокирует экран и просит ввести PIN (а ты стоишь в магазине и рядом стоящий смотрит как ты его на большом экране вводишь), ну бред какой-то. Причем я наблюдал эту историю в любых точках оплаты, то есть дело не в терминалах, а именно в софте смартфона. Это меганеудобно. В сони ты просто разблокированное устройство подносишь к терминала и мгновенно транзакция прошла, тут же в 8 случаях из 10 при разблокированном экране при попытке оплатить по nfc он блокирует экран и не разблокирует его по отпечатку или сканеру лица, а просит ПИН. жуть.В целом телефон на троечку из 5 (соотношение цена качество и габариты удручают конечно)",positive
2499,"Nokia давно уже нет, есть очень слабая пародия.",positive
1549,"Проработал 13 мес. потерял спутники GPS после чего я перезапустил его, он выключился и больше не включился. В официальном сервисе сказали, что вышла из строя системная плата и ремонтировать нет смысла. Пользовался им аккуратно, сильно не перегружал. Модель сырая, технически не проработанная да и уже устаревшая. На момент написания отзыва его цена составляет примерно 5000 руб. год назад около 8000 руб. У знакомых были аппараты вдвое дороже срок службы примерно 13-14 мес. Вывод HTC полный отстой ZTE и Fly считаю намного надежнее, но покупать тоже не советую.",positive
2899,"Объективно, мне есть с чем сравнитьи за эти деньги можнл купить два шустрых и качественных телефона не такого известного производителя",positive
2202,"Пользуюсь на данный момент месяц,за который смартфон пару зависал без видимых причин,лечилось перезагрузкой.Периодически пропадает поле/связь-живу не в России и жаловаться на качество грешно(старый телефон ловил отлично)Иногда бывают микро-подвисания,не критично.Раздражает маркость защитной экранной плёнки,наклеенной заводом,все отпечатки и прочее отлично липнет и плохо стирается,может без пленки будет лучше,производитель заявил,что в данной модели стоит олеофобное покрытие,но пока плёнку сдирать не собираюсь.
Камера не оправдала ожиданий,возможно придётся качать как дополнительное приложение,возможно платное.
Игры идут без тормозов-проверял на GTA и Real Rasing 3.В комплекте идут наушники с отличным звучанием,но белого маркого цвета,которые путаются как последняя дешёвка.
Данный девайс был куплен за 250 евро,с евросертификацией,за эту сумму смартфону простительно несколько косяков,но выше 4 он не тянет",neutral
2044,"Если ищете нормальный безгеморройный телефон за 10-15 тысяч, то вы не по адресу. Качество, что внутри, что снаружи, примерно на уровне дешевых китайских лопат с известного восточного интернет-рынка.
зы. Двойка с натяжкой.",neutral
767,"Хотела телефон с крутым дисплеем, всеми беспроводными возможностями, и отличной музыкой. По итогу купила G2, все ожидания оправданы. Звук очень понравился, дисплей нереально яркий и естественный.",positive
4569,при нынешнем огромном выборе девайсов лучше потратить время и выбрать что-то другое. ( к качеству Samsung претензий не имею),neutral
3426,"Я являюсь профессиональным фотографом.  И в обзорах и в блогах мало внимания уделяют особенностям 2-й камеры. Для меня это очень важно. 
В кратце оптическое увеличение имеют только ""большие"" айфоны, самсунги, хуавей p20pro, hts u12+ 
Это аппараты за 50+тыр.
Есть у mi8 и mi mix 2s за 30тыр. (качество что у телефонов выше)
И есть у mi6 и mi note3 за 20тыр. (качество не особо - соответсвует цене)
И еще есть у mi А1 за 12тыр.
И все!!!! У остальных 2я камера или черно белая что бы шумов меньше было, или маловостребованный суперширик (асус 5), или вообще малопиксельная затычка что бы только фон мыть. (сяоми редми).
 У mi mix 2s - есть полноценный 2-х кратный зум. Это удобное фокусное для портретов. Сравнивал с айфон 7+ портретный режим отрабатывает заметно лучше.  
До этого 3 года использовал гэласи С6. - камера на ми миксе неожиданно на голову выше. ""премиальность"" тоже.
Всем кто в сомнениях - настоятельно рекомендую. С такой ценой и камерой конкурентов нет. Зенфон не имеет портретного фокусного, У хуавея только у P20pro, хонор 10 - у него 2-я камера черно белая. One +6 - тоже не имеет ""зума""",positive
421,"Споры о том, что лучше, iOs или Android, считаю несколько надуманные и непонятно кому нужны. Безусловно, кому-то нравится то, кому-то другое. Мне кажется, это дело привычки. Для меня более удобна iOs, поэтому и купил новинку от apple. В целом очень приятный аппарат, батарею в моем случае, честно держит одни сутки. LTE и Wi-Fi не отключаю + пару десятков звонков в день.",positive
123,"Мой первый смартфон. Требования при выборе были следующие: 1) ёмкость батарейки от 2500 мА, 2) wi-fi, 3) Android, 4) диагональ экрана от 4 дюймов, 5) 2 симки, 6) фронтальная камера, 7) цена 5-6 тысяч. Из выданных Яндекс.маркет вариантов и предварительно просмотренных их отзывов и обзоров, остановился на 3: Fly Energy 2, Fly 440 Energy, Prestigio 4055 DUO. Посмотрел все 3 в магазине, Fly Energy 2 не понравился из-за слишком большого размера, хотя батарейка хорошая. Fly 440 Energy и Prestigio 4055 DUO практически одинаковы, и по виду и по параметрам. Но Prestigio 4055 DUO больше понравился, плюс наличие чехла сыграло свою роль.
Первая зарядка от 0 до 100% заняла 7 часов, батарейки хватило на 1 день 15 часов, 2 зарядка заняла 6 часов батарейки хватило на 1 день 19 часов, при постоянным использование телефона, пока тестировал его. После третьей зарядки хватило на 4 дня 12 часов, при обычном режиме использования, то есть звонки, sms, фотографирование и видео запись и интернет через вайфай.
Дописываю отзыв спустя 6 месяцев использования, смартфон стал глючить, зависает иногда, решается только вытаскиванием батарейки, еще часто когда нажимаешь список контактов он начинает долго грузиться, более 5 минут, после перезагрузки телефон работает. 
Блютуз с автомобильным блютузом соединяется и держит отлично, Wi-Fi стабильно работает, фото и видео хорошие, неплохие панорамы делает, батарейка держит пару дней уверенно.
Главный минус это зависания и долгая загрузка контактов в самый неподходящий момент, поэтому все же не буду рекомендовать этот смарт покупать.",positive
3902,"Покупкой доволен. Недорого, качественно, все заявленные функции работают на ура. GPS без проблем работает, яндекс.навигатор пока ни разу не закрывался. Сеть держит уверенно даже в непростых условиях очень слабого сигнала как у меня в квартире. WiFi - отлично, уверенно держит, никаких глюков. Экран очень приятный, не ожидал такого от этого бренда и за такую цену. Чистый андроид, никаких надстроек и оболочек. Батареи хватает на 2 дня без проблем, но правда я мало разговариваю и интернет совсем немного по необходимости. Не хватает диода-индикатора событий, было бы совсем удобно.
20029 попугаев по антуту. Хорошая рабочая лошадка без изысков и модностей.
Снимаю одну звезду за разговорный динамик.",positive
2348,Хотел брать Xperia X. Но не хватило денег и взял этот. Пока не капли не жалею.,neutral
819,"Тут особо разглагольствовать не буду, скажу только, что аппаратом доволен очень. Купил в первый день продаж и наиграться не могу. Инструкцию мы ж читать не привыкли, но это и к лучшему, потому что до сих пор много чего открываю для себя и радуюсь и удивляюсь. Итог: доволен, как слон!
ПыСы: предыдущими телефонами последние два года были Айфоны.",positive
1403,"Я собственно пишу этот отзыв, чтобы люди проверяли работу радио при покупке (если они конечно намерены им пользоваться). Не просто вставьте наушники и настройтесь, а попробуйте пошевелить провод наушников - у меня появляются помехи и снижение громкости. Судя по форуму 4pda, такие проблемы не только у меня. О таких проблемах с радио говорили и пользователи двухсимочной модифицикации L7. Я свой сдал в СЦ после дня использования. В остальном аппарат хорош.",positive
1382,"Треснул экран, при непонятных обстоятельствах. Не падал, лежал в кармане. Трещина по корпусу. Прослужил меньше года. Не порадовала и камера.",negative
2148,"Брал после любимого S4 mini полтора года назад. Купился на акцию со скидкой. Использую в 80% для рабочих нужд (эл почта, excel, фото,"" ватсапп"", skype, навигатор, авито, СБ-онлайн, 2-гис). При покупке сразу купил и наклеил защитное стекло и силикон (окупило себя раз пять минимум). 
 Камера вполне рабочая, как и многие не любит плохого освещения и яркого контраста. Вспышка помогает. 
 Очень громкий звук вызова, упустить звонок маловероятно. 
 Экран среднего качества, ощутимо слепнет на солнце, но в других условиях картинку передает хорошо, особой зернистости не имеет.
 Суперплюс это отдельный слот для обеих сим и sd-карты. Отличная мобильность во всех смыслах.
Поддержка OTG, оказалась приятным дополнением в работе.
Автономность зверская. Если использовать фирменный режим энергосбережения и отказаться от интернета (а это надо делать почаще, для мозгов) то с двухчасовыми разговорами в день зарядки хватало на 8(!) дней. При активации всех функций телефон жил двое суток (интернет три часа в день, фото-видео, мессенджеры).
Спустя год в энергосбережении держится 4 суток, при полноценном использовании полтора дня (и то остаток 15%).
Производительность аппарата устраивает, с моими задачами справляется. Раз в день привык делать очистку кэша телефона и браузера чем вылечил все зависания и торможения. Смысл ждать когда ОЗУ уйдет в ступор? 
Теперь минусы. Одно время напрягал косяк с невозможностью ответить на звонок. Сенсор просто не реагировал на палец. Случалось пару раз в месяц. Помогала перезагрузка. Проблема ушла с очередным обновлением.
Иногда в момент активного использования экран покрывается вертикальными полосами и телефон уходит в ""несознанку"" на минуту не реагируя ни на что. Сам перегружается и работает как ни в чем не бывало. Проблема не системная, обновлениями не лечится, может появляться раз в неделю, а может не приходить пару месяцев. Ну и фонарик. Традиционно, если не увидел будет светиться весь день или ночь). После обновления пока не загорался.",positive
1575,"смарт очень не плохой, мне очень нравится. Всем рекомендую",negative
1638,"Телефонов в моей жизни было все два, это третий. 7 лет мечтал о телефоне именно этой марки. И вот наконецто у моего телефона совсем изработалсь батарея и пошел за свое мечтой. М-да... Через WI-FI тац и не смог подкючиться к интернету, то сеть не видет, то пишет ""не верный пароль"", не беда - есть 3G. Приложения не устанавливаются, только через Play маркет, а он просит WI-FI... беда. Видео файлы воспроизводит не все, только низкого разрешения, да и то подтормаживает порой. Слушать музыку можно только не выходя из плеера, иначе - музыка тормозит полностью, да и слушать такого низкого качества звук, не очень то охота, одна-две песни. Есть функция улучшения звука (только при использовании наушников) . Звук действительно лучше. Совсем чуть-чуть, можно сказать даже что не меняется. Экран на нажатия реагирует толи запоздало, толи давить надо сильней. И реагирует только на пальцы, на стилус не откликается. Фраза ""Он не стоит своих денег"" тут не уместна, тут скорей подойдет ""Он не стоит того, чтобы останавливать на нем свое внимание"". Подарю его своей девушке, он ей должен понравиться. А сам завтра пойду на рынок и куплю там китайскую батарейку к своему Nokia 5800 и буду продолжать наслаждаться им. Звук отличный, можно открывать сразу по три приложения (Opera, Agent mail, аудио плеер) и без тормозов. Да, на моем первом телефоне Nokia N73 камера (3 мп против 5 мп у HTC) раза в три лучше по качеству фото. Вообщем если более или менее нормальный телефон, возьмите любой другой",positive
